GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DEN,MIA
2023092405,2023-09-24,1,12,16,DEN,MIA,4,5,30,0,0,"(12:16) 9-R.DIXON PUNTS 61 YARDS TO MIA 9, CENTER-48-M.FRABONI. 0-B.BERRIOS TO MIA 19 FOR 10 YARDS (32-D.TURNER-YELL, 0-J.COOPER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,164,0,0
2023092405,2023-09-24,1,12,4,MIA,DEN,0,0,100,1,0,TIMEOUT AT 12:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,176,0,0
2023092405,2023-09-24,1,12,4,MIA,DEN,1,10,19,1,0,(12:04) 31-R.MOSTERT LEFT END TO MIA 34 FOR 15 YARDS (32-D.TURNER-YELL).,0,2023,15,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,19,OWN,0,,0,,0,176,0,0
2023092405,2023-09-24,1,11,21,MIA,DEN,1,10,34,0,0,(11:21) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 31-R.MOSTERT TO MIA 39 FOR 5 YARDS (49-A.SINGLETON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,219,0,0
2023092405,2023-09-24,1,10,46,MIA,DEN,2,5,39,1,0,(10:46) (SHOTGUN) 28-D.ACHANE LEFT END TO DEN 35 FOR 26 YARDS (22-K.JACKSON).,0,2023,26,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,39,OWN,0,,0,,0,254,0,0
2023092405,2023-09-24,1,10,1,MIA,DEN,1,10,65,0,0,(10:01) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 31-R.MOSTERT TO DEN 26 FOR 9 YARDS (47-J.JEWELL).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,299,0,0
2023092405,2023-09-24,1,9,16,MIA,DEN,2,1,74,1,0,"(9:16) (SHOTGUN) 28-D.ACHANE RIGHT GUARD TO DEN 22 FOR 4 YARDS (32-D.TURNER-YELL, 47-J.JEWELL).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,26,OPP,0,,0,,0,344,0,0
2023092405,2023-09-24,1,8,37,MIA,DEN,1,10,78,0,0,(8:37) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 31-R.MOSTERT TO DEN 19 FOR 3 YARDS (47-J.JEWELL; 2-P.SURTAIN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,383,0,0
2023092405,2023-09-24,1,7,55,MIA,DEN,2,7,81,1,0,(7:55) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 10-T.HILL TO DEN 11 FOR 8 YARDS (21-E.BASSEY).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,425,0,0
2023092405,2023-09-24,1,7,17,MIA,DEN,1,10,89,0,0,"(7:17) (SHOTGUN) 28-D.ACHANE RIGHT GUARD TO DEN 8 FOR 3 YARDS (92-J.HARRIS, 22-K.JACKSON).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,11,OPP,0,,0,,0,463,0,0
2023092405,2023-09-24,1,6,36,MIA,DEN,2,7,92,1,0,"(6:36) (SHOTGUN) 28-D.ACHANE LEFT END FOR 8 YARDS, TOUCHDOWN.",0,2023,8,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,8,OPP,0,,0,,0,504,0,0
2023092405,2023-09-24,1,6,31,DEN,MIA,1,10,25,1,0,(6:31) 3-R.WILSON PASS DEEP RIGHT TO 10-J.JEUDY TO DEN 40 FOR 15 YARDS (25-X.HOWARD).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,509,0,0
2023092405,2023-09-24,1,6,31,MIA,DEN,0,0,85,1,0,"7-J.SANDERS EXTRA POINT IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,509,0,0
2023092405,2023-09-24,1,6,31,DEN,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,509,0,0
2023092405,2023-09-24,1,6,31,MIA,DEN,0,0,100,1,0,TIMEOUT AT 06:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,509,0,0
2023092405,2023-09-24,1,5,52,DEN,MIA,1,10,40,1,0,"(5:52) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS SHORT MIDDLE TO 14-C.SUTTON TO MIA 49 FOR 11 YARDS (51-D.LONG).",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,548,0,0
2023092405,2023-09-24,1,5,17,DEN,MIA,1,10,51,0,0,(5:17) (SHOTGUN) 33-J.WILLIAMS UP THE MIDDLE TO MIA 46 FOR 3 YARDS (51-D.LONG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,583,0,0
2023092405,2023-09-24,1,4,38,DEN,MIA,2,7,54,1,0,(4:38) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 33-J.WILLIAMS TO MIA 29 FOR 17 YARDS (8-J.HOLLAND).,0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,622,0,0
2023092405,2023-09-24,1,4,0,DEN,MIA,1,10,71,0,0,(4:00) 25-S.PERINE LEFT GUARD TO MIA 26 FOR 3 YARDS (51-D.LONG).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OPP,0,,0,,0,660,0,0
2023092405,2023-09-24,1,3,27,DEN,MIA,2,7,74,0,0,(3:27) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 14-C.SUTTON TO MIA 20 FOR 6 YARDS (4-K.KOHOU; 8-J.HOLLAND).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,693,0,0
2023092405,2023-09-24,1,2,42,DEN,MIA,3,1,80,1,0,(2:42) 33-J.WILLIAMS RIGHT GUARD TO MIA 16 FOR 4 YARDS (51-D.LONG; 21-D.ELLIOTT).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,738,0,0
2023092405,2023-09-24,1,2,4,DEN,MIA,1,10,84,0,0,(2:04) 33-J.WILLIAMS RIGHT TACKLE TO MIA 12 FOR 4 YARDS (15-J.PHILLIPS; 94-C.WILKINS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,16,OPP,0,,0,,0,776,0,0
2023092405,2023-09-24,1,1,26,DEN,MIA,2,6,88,0,0,(1:26) 3-R.WILSON PASS INCOMPLETE SHORT MIDDLE TO 84-C.MANHERTZ (21-D.ELLIOTT) [92-Z.SIELER].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,814,0,0
2023092405,2023-09-24,1,1,21,DEN,MIA,3,6,88,1,0,"(1:21) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 14-C.SUTTON FOR 12 YARDS, TOUCHDOWN [94-C.WILKINS].",0,2023,12,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,819,0,0
2023092405,2023-09-24,1,1,12,MIA,DEN,1,10,25,0,0,(1:12) (SHOTGUN) 31-R.MOSTERT LEFT END PUSHED OB AT MIA 19 FOR -6 YARDS (42-N.BONITTO).,0,2023,-6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,828,0,0
2023092405,2023-09-24,1,1,12,MIA,DEN,0,0,100,1,0,TIMEOUT AT 01:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,828,0,0
2023092405,2023-09-24,1,1,12,DEN,MIA,0,0,85,1,0,"16-W.LUTZ EXTRA POINT IS GOOD, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,828,0,0
2023092405,2023-09-24,1,1,12,MIA,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,828,0,0
2023092405,2023-09-24,1,0,38,MIA,DEN,2,16,19,1,0,(:38) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 10-T.HILL TO MIA 38 FOR 19 YARDS (32-D.TURNER-YELL).,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,862,0,0
2023092405,2023-09-24,1,0,5,MIA,DEN,1,10,38,0,0,"(:05) PENALTY ON DEN-5-R.GREGORY, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT MIA 38 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,38,OWN,1,DEN,1,NEUTRAL ZONE INFRACTION,5,895,0,0
2023092405,2023-09-24,1,0,0,MIA,DEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023092405,2023-09-24,2,15,0,MIA,DEN,1,5,43,0,0,"(15:00) 31-R.MOSTERT UP THE MIDDLE TO DEN 40 FOR 17 YARDS (47-J.JEWELL, 22-K.JACKSON). PENALTY ON DEN-98-M.PURCELL, DEFENSIVE OFFSIDE, DECLINED.",0,2023,17,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,43,OWN,0,DEN,0,DEFENSIVE OFFSIDE,0,900,0,0
2023092405,2023-09-24,2,14,33,MIA,DEN,1,10,60,0,0,"(14:33) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP RIGHT TO 10-T.HILL TO DEN 23 FOR 17 YARDS. PENALTY ON MIA-58-C.WILLIAMS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 40 - NO PLAY.",0,2023,17,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,40,OPP,1,MIA,1,OFFENSIVE HOLDING,10,927,0,0
2023092405,2023-09-24,2,14,8,MIA,DEN,1,20,100,0,0,(14:08) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 31-R.MOSTERT TO DEN 45 FOR 5 YARDS (93-D.JONES).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,952,0,0
2023092405,2023-09-24,2,13,25,MIA,DEN,2,15,55,0,0,(13:25) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 31-R.MOSTERT TO DEN 34 FOR 11 YARDS (93-D.JONES).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,995,0,0
2023092405,2023-09-24,2,12,48,MIA,DEN,3,4,66,1,0,(12:48) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 0-B.BERRIOS PUSHED OB AT DEN 23 FOR 11 YARDS (32-D.TURNER-YELL). DEN-47-J.JEWELL WAS INJURED DURING THE PLAY. HIS RETURN IS PROBABLE.,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1032,0,0
2023092405,2023-09-24,2,12,17,MIA,DEN,1,10,77,0,0,"(12:17) (SHOTGUN) 28-D.ACHANE RIGHT END FOR 23 YARDS, TOUCHDOWN NULLIFIED BY PENALTY. PENALTY ON MIA-58-C.WILLIAMS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 20.",0,2023,23,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,1,0,0,RIGHT END,23,OPP,1,MIA,0,OFFENSIVE HOLDING,10,1063,0,0
2023092405,2023-09-24,2,12,11,MIA,DEN,1,17,70,0,0,(12:11) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 10-T.HILL TO DEN 19 FOR 11 YARDS (2-P.SURTAIN).,0,2023,11,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,1069,0,0
2023092405,2023-09-24,2,11,37,MIA,DEN,2,6,81,1,0,(11:37) (SHOTGUN) 28-D.ACHANE RIGHT TACKLE TO DEN 9 FOR 10 YARDS (22-K.JACKSON; 32-D.TURNER-YELL).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,19,OPP,0,,0,,0,1103,0,0
2023092405,2023-09-24,2,10,56,MIA,DEN,1,9,91,0,0,(10:56) (SHOTGUN) 28-D.ACHANE RIGHT GUARD TO DEN 4 FOR 5 YARDS (22-K.JACKSON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,9,OPP,0,,0,,0,1144,0,0
2023092405,2023-09-24,2,10,21,MIA,DEN,2,4,96,1,0,"(10:21) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 28-D.ACHANE FOR 4 YARDS, TOUCHDOWN.",0,2023,4,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1179,0,0
2023092405,2023-09-24,2,10,16,MIA,DEN,0,0,85,1,0,"7-J.SANDERS EXTRA POINT IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1184,0,0
2023092405,2023-09-24,2,10,16,DEN,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1184,0,0
2023092405,2023-09-24,2,10,16,DEN,MIA,1,10,25,1,0,(10:16) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 45-N.ADKINS PUSHED OB AT DEN 36 FOR 11 YARDS (8-J.HOLLAND).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1184,0,0
2023092405,2023-09-24,2,10,16,MIA,DEN,0,0,100,1,0,TIMEOUT AT 10:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1184,0,0
2023092405,2023-09-24,2,9,46,DEN,MIA,1,10,36,0,0,(9:46) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT TO 33-J.WILLIAMS (94-C.WILKINS) [2-B.CHUBB].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1214,0,0
2023092405,2023-09-24,2,9,40,DEN,MIA,2,10,36,1,0,(9:40) 33-J.WILLIAMS UP THE MIDDLE TO MIA 48 FOR 16 YARDS (43-A.VAN GINKEL).,0,2023,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,1220,0,0
2023092405,2023-09-24,2,8,57,DEN,MIA,1,10,52,1,0,(8:57) 75-Q.BAILEY REPORTED IN AS ELIGIBLE.  3-R.WILSON PASS DEEP MIDDLE TO 19-M.MIMS TO MIA 10 FOR 38 YARDS (8-J.HOLLAND) [43-A.VAN GINKEL].,0,2023,38,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1263,0,0
2023092405,2023-09-24,2,8,10,DEN,MIA,1,10,90,0,0,(8:10) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,1310,0,0
2023092405,2023-09-24,2,8,6,DEN,MIA,2,10,90,0,0,"(8:06) 25-S.PERINE RIGHT TACKLE TO MIA 7 FOR 3 YARDS (8-J.HOLLAND, 21-D.ELLIOTT).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,10,OPP,0,,0,,0,1314,0,0
2023092405,2023-09-24,2,7,21,DEN,MIA,3,7,93,0,0,"(7:21) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 14-C.SUTTON FOR 7 YARDS, TOUCHDOWN NULLIFIED BY PENALTY. PENALTY ON DEN-89-B.JOHNSON, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT MIA 7 - NO PLAY.",0,2023,7,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,1,0,0,,7,OPP,1,DEN,1,OFFENSIVE PASS INTERFERENCE,10,1359,0,0
2023092405,2023-09-24,2,7,15,DEN,MIA,0,0,100,1,0,TIMEOUT #1 BY DEN AT 07:15.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1365,0,0
2023092405,2023-09-24,2,7,15,DEN,MIA,3,17,83,0,0,(7:15) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 89-B.JOHNSON TO MIA 13 FOR 4 YARDS (21-D.ELLIOTT).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,1365,0,0
2023092405,2023-09-24,2,6,41,DEN,MIA,4,13,87,0,0,"(6:41) 16-W.LUTZ 31 YARD FIELD GOAL IS GOOD, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,1399,0,0
2023092405,2023-09-24,2,6,36,MIA,DEN,1,10,25,0,0,"(6:36) 28-D.ACHANE UP THE MIDDLE TO MIA 33 FOR 8 YARDS (42-N.BONITTO, 22-K.JACKSON).",0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1404,0,0
2023092405,2023-09-24,2,6,36,MIA,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1404,0,0
2023092405,2023-09-24,2,6,36,MIA,DEN,0,0,100,1,0,TIMEOUT AT 06:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1404,0,0
2023092405,2023-09-24,2,6,9,MIA,DEN,2,2,33,0,0,"(6:09) (NO HUDDLE, SHOTGUN) 28-D.ACHANE LEFT GUARD TO MIA 34 FOR 1 YARD (0-J.COOPER).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,33,OWN,0,,0,,0,1431,0,0
2023092405,2023-09-24,2,5,34,MIA,DEN,3,1,34,0,0,(5:34) DIRECT SNAP TO 30-A.INGOLD.  30-A.INGOLD UP THE MIDDLE TO MIA 34 FOR NO GAIN (99-Z.ALLEN; 49-A.SINGLETON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,1466,0,0
2023092405,2023-09-24,2,4,52,MIA,DEN,4,1,34,0,0,"(4:52) 30-A.INGOLD UP THE MIDDLE TO MIA 34 FOR NO GAIN (49-A.SINGLETON, 42-N.BONITTO).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,1508,0,0
2023092405,2023-09-24,2,4,47,DEN,MIA,1,15,62,0,0,(4:47) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 14-C.SUTTON RAN OB AT MIA 37 FOR 1 YARD [55-J.BAKER].,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1513,0,0
2023092405,2023-09-24,2,4,47,DEN,MIA,1,10,67,0,0,"(4:47) PENALTY ON DEN-69-M.MCGLINCHEY, FALSE START, 5 YARDS, ENFORCED AT MIA 33 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,33,OPP,1,DEN,1,FALSE START,5,1513,0,0
2023092405,2023-09-24,2,4,47,MIA,DEN,0,0,100,1,0,TIMEOUT AT 04:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1513,0,0
2023092405,2023-09-24,2,4,10,DEN,MIA,2,14,63,0,0,(4:10) (SHOTGUN) 33-J.WILLIAMS RIGHT END TO MIA 40 FOR -3 YARDS (43-A.VAN GINKEL).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OPP,0,,0,,0,1550,0,0
2023092405,2023-09-24,2,3,24,DEN,MIA,3,17,60,0,0,(3:24) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE DEEP MIDDLE TO 19-M.MIMS [25-X.HOWARD].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1596,0,0
