GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,HOU,TB
2023110505,2023-11-05,1,4,13,TB,HOU,2,6,91,0,0,(4:13) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT RIGHT TO 13-M.EVANS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,647,0,0
2023110505,2023-11-05,1,4,10,TB,HOU,3,6,91,0,0,"(4:10) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 14-C.GODWIN TO HOU 4 FOR 5 YARDS (53-B.CASHMAN). PENALTY ON TB-67-L.GOEDEKE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT HOU 9 - NO PLAY.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,9,OPP,1,TB,1,OFFENSIVE HOLDING,10,650,0,0
2023110505,2023-11-05,1,3,42,TB,HOU,3,16,81,0,0,(3:42) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 14-C.GODWIN TO HOU 4 FOR 15 YARDS (39-H.TO'OTO'O; 21-S.NELSON).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,678,0,0
2023110505,2023-11-05,1,3,18,TB,HOU,4,1,96,1,0,"(3:18) (NO HUDDLE, SHOTGUN) 1-R.WHITE RIGHT TACKLE TO HOU 1 FOR 3 YARDS (39-H.TO'OTO'O; 4-T.THOMAS).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,4,OPP,0,,0,,0,702,0,0
2023110505,2023-11-05,1,2,54,TB,HOU,1,1,99,0,0,"(2:54) (NO HUDDLE, SHOTGUN) 6-B.MAYFIELD RIGHT END TO HOU 3 FOR -2 YARDS (53-B.CASHMAN).",0,2023,-2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,1,OPP,0,,0,,0,726,0,0
2023110505,2023-11-05,1,2,19,TB,HOU,2,3,97,1,0,"(2:19) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 88-C.OTTON FOR 3 YARDS, TOUCHDOWN [52-J.GREENARD].",0,2023,3,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,761,0,0
2023110505,2023-11-05,1,2,13,HOU,TB,0,0,65,1,0,5-J.CAMARDA KICKS 64 YARDS FROM TB 35 TO HOU 1. 22-M.BOONE TO HOU 9 FOR 8 YARDS (49-C.GILL; 32-J.HAYES).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,767,0,0
2023110505,2023-11-05,1,2,13,HOU,TB,0,0,100,1,0,TIMEOUT AT 02:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,767,0,0
2023110505,2023-11-05,1,2,13,TB,HOU,0,0,85,1,0,"4-C.MCLAUGHLIN EXTRA POINT IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,767,0,0
2023110505,2023-11-05,1,2,8,HOU,TB,1,10,9,0,0,(2:08) 26-D.SINGLETARY RIGHT END TO HOU 10 FOR 1 YARD (54-L.DAVID).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,9,OWN,0,,0,,0,772,0,0
2023110505,2023-11-05,1,1,33,HOU,TB,2,9,10,0,0,(1:33) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP LEFT TO 3-N.DELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,807,0,0
2023110505,2023-11-05,1,1,27,HOU,TB,0,0,100,1,0,TIMEOUT #1 BY HOU AT 01:27.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,813,0,0
2023110505,2023-11-05,1,1,27,HOU,TB,3,9,10,0,0,(1:27) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT LEFT TO 3-N.DELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,813,0,0
2023110505,2023-11-05,1,1,22,HOU,TB,4,9,10,0,0,"(1:22) 11-C.JOHNSTON PUNTS 58 YARDS TO TB 32, CENTER-46-J.WEEKS. 83-D.THOMPKINS TO TB 36 FOR 4 YARDS (29-M.STEWART).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,818,0,0
2023110505,2023-11-05,1,1,7,HOU,TB,0,0,100,1,0,TIMEOUT AT 01:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,833,0,0
2023110505,2023-11-05,1,1,7,TB,HOU,1,10,36,0,0,"(1:07) 22-C.EDMONDS LEFT TACKLE TO TB 38 FOR 2 YARDS (53-B.CASHMAN, 6-D.PERRYMAN).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OWN,0,,0,,0,833,0,0
2023110505,2023-11-05,1,0,31,TB,HOU,2,8,38,0,0,"(:31) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS RAN OB AT HOU 21 FOR 41 YARDS. PENALTY ON TB-13-M.EVANS, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT TB 38 - NO PLAY.",0,2023,41,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,38,OWN,1,TB,1,OFFENSIVE PASS INTERFERENCE,10,869,0,0
2023110505,2023-11-05,1,0,7,TB,HOU,2,18,28,0,0,(:07) (SHOTGUN) 22-C.EDMONDS UP THE MIDDLE TO TB 29 FOR 1 YARD (51-W.ANDERSON; 53-B.CASHMAN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OWN,0,,0,,0,893,0,0
2023110505,2023-11-05,1,0,0,TB,HOU,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023110505,2023-11-05,2,15,0,TB,HOU,3,17,29,0,0,(15:00) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 88-C.OTTON TO TB 38 FOR 9 YARDS (1-J.WARD).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,900,0,0
2023110505,2023-11-05,2,14,20,TB,HOU,4,8,38,0,0,"(14:20) 5-J.CAMARDA PUNTS 52 YARDS TO HOU 10, CENTER-97-Z.TRINER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,940,0,0
2023110505,2023-11-05,2,14,11,HOU,TB,1,10,10,0,0,(14:11) 26-D.SINGLETARY LEFT TACKLE TO HOU 8 FOR -2 YARDS (7-S.BARRETT).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,10,OWN,0,,0,,0,949,0,0
2023110505,2023-11-05,2,14,11,HOU,TB,0,0,100,1,0,TIMEOUT AT 14:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,949,0,0
2023110505,2023-11-05,2,13,36,HOU,TB,2,12,8,0,0,"(13:36) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 85-N.BROWN TO HOU 7 FOR -1 YARDS (29-C.IZIEN, 45-D.WHITE).",0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,984,0,0
2023110505,2023-11-05,2,12,54,HOU,TB,3,13,7,0,0,(12:54) (SHOTGUN) 22-M.BOONE RIGHT GUARD TO HOU 10 FOR 3 YARDS (94-C.KANCEY).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,7,OWN,0,,0,,0,1026,0,0
2023110505,2023-11-05,2,12,15,HOU,TB,4,10,10,0,0,"(12:15) 11-C.JOHNSTON PUNTS 54 YARDS TO TB 36, CENTER-46-J.WEEKS. 83-D.THOMPKINS PUSHED OB AT TB 45 FOR 9 YARDS (37-D.ROSS). PENALTY ON HOU-37-D.ROSS, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED AT TB 45.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,10,OWN,1,HOU,0,UNSPORTSMANLIKE CONDUCT,15,1065,0,0
2023110505,2023-11-05,2,12,3,HOU,TB,0,0,100,1,0,TIMEOUT AT 12:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1077,0,0
2023110505,2023-11-05,2,12,3,TB,HOU,1,10,60,1,0,(12:03) 6-B.MAYFIELD PASS DEEP LEFT TO 13-M.EVANS TO HOU 24 FOR 16 YARDS (21-S.NELSON). HOU-1-J.WARD WAS INJURED DURING THE PLAY. HE IS OUT.,0,2023,16,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1077,0,0
2023110505,2023-11-05,2,11,30,TB,HOU,1,10,76,1,0,"(11:30) 1-R.WHITE LEFT GUARD TO HOU 13 FOR 11 YARDS (48-C.HARRIS, 29-M.STEWART). HOU-29-M.STEWART WAS INJURED DURING THE PLAY. HE IS OUT.",0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,24,OPP,0,,0,,0,1110,0,0
2023110505,2023-11-05,2,10,51,TB,HOU,1,10,87,0,0,(10:51) 1-R.WHITE LEFT GUARD TO HOU 10 FOR 3 YARDS (51-W.ANDERSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,13,OPP,0,,0,,0,1149,0,0
2023110505,2023-11-05,2,10,17,TB,HOU,2,7,90,0,0,(10:17) 1-R.WHITE RIGHT GUARD TO HOU 10 FOR NO GAIN (5-J.PITRE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,10,OPP,0,,0,,0,1183,0,0
2023110505,2023-11-05,2,9,36,TB,HOU,3,7,90,1,0,(9:36) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 1-R.WHITE TO HOU 1 FOR 9 YARDS (94-K.DAVIS; 53-B.CASHMAN).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,1224,0,0
2023110505,2023-11-05,2,9,7,TB,HOU,1,1,99,1,0,"(9:07) (NO HUDDLE, SHOTGUN) 1-R.WHITE LEFT GUARD FOR 1 YARD, TOUCHDOWN.",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,1,OPP,0,,0,,0,1253,0,0
2023110505,2023-11-05,2,9,5,HOU,TB,1,10,25,0,0,"(9:05) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 26-D.SINGLETARY TO HOU 28 FOR 3 YARDS (24-C.DAVIS, 45-D.WHITE).",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1255,0,0
2023110505,2023-11-05,2,9,5,TB,HOU,0,0,85,1,0,"4-C.MCLAUGHLIN EXTRA POINT IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1255,0,0
2023110505,2023-11-05,2,9,5,HOU,TB,0,0,100,1,0,TIMEOUT AT 09:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1255,0,0
2023110505,2023-11-05,2,9,5,HOU,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1255,0,0
2023110505,2023-11-05,2,8,26,HOU,TB,2,7,28,1,0,(8:26) 7-C.STROUD PASS SHORT MIDDLE TO 3-N.DELL TO HOU 41 FOR 13 YARDS (24-C.DAVIS; 27-Z.MCCOLLUM).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1294,0,0
2023110505,2023-11-05,2,7,44,HOU,TB,1,10,41,0,0,(7:44) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT MIDDLE TO 12-N.COLLINS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1336,0,0
2023110505,2023-11-05,2,7,39,HOU,TB,2,10,41,0,0,(7:39) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP LEFT TO 3-N.DELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1341,0,0
2023110505,2023-11-05,2,7,32,HOU,TB,3,10,41,1,0,(7:32) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 86-D.SCHULTZ TO TB 47 FOR 12 YARDS (24-C.DAVIS).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1348,0,0
2023110505,2023-11-05,2,6,55,HOU,TB,1,10,53,1,0,(6:55) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 8-J.METCHIE PUSHED OB AT TB 33 FOR 14 YARDS (27-Z.MCCOLLUM).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1385,0,0
2023110505,2023-11-05,2,6,23,HOU,TB,1,10,67,0,0,(6:23) (SHOTGUN) 26-D.SINGLETARY LEFT TACKLE TO TB 32 FOR 1 YARD (54-L.DAVID).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,33,OPP,0,,0,,0,1417,0,0
2023110505,2023-11-05,2,5,42,HOU,TB,2,9,68,0,0,(5:42) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1458,0,0
2023110505,2023-11-05,2,5,36,HOU,TB,3,9,68,0,0,(5:36) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP RIGHT [45-D.WHITE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1464,0,0
2023110505,2023-11-05,2,5,22,HOU,TB,4,9,68,0,0,"(5:22) 15-K.FAIRBAIRN 50 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-11-C.JOHNSTON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1478,0,0
