GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,PIT,BAL
2023100806,2023-10-08,1,12,2,PIT,BAL,2,8,6,0,0,(12:02) 22-N.HARRIS LEFT TACKLE TO PIT 8 FOR 2 YARDS (58-M.PIERCE; 6-P.QUEEN).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,6,OWN,0,,0,,0,178,0,0
2023100806,2023-10-08,1,11,20,PIT,BAL,3,6,8,1,0,(11:20) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 83-CO.HEYWARD PUSHED OB AT PIT 14 FOR 6 YARDS (21-B.STEPHENS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,220,0,0
2023100806,2023-10-08,1,10,46,PIT,BAL,1,10,14,0,0,(10:46) 22-N.HARRIS LEFT GUARD TO PIT 19 FOR 5 YARDS (92-J.MADUBUIKE).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OWN,0,,0,,0,254,0,0
2023100806,2023-10-08,1,10,10,PIT,BAL,2,5,19,0,0,"(10:10) (SHOTGUN) 22-N.HARRIS UP THE MIDDLE TO PIT 20 FOR 1 YARD (92-J.MADUBUIKE, 6-P.QUEEN).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,19,OWN,0,,0,,0,290,0,0
2023100806,2023-10-08,1,9,28,PIT,BAL,3,4,20,0,0,(9:28) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT RIGHT TO 14-G.PICKENS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,332,0,0
2023100806,2023-10-08,1,9,23,PIT,BAL,4,4,20,0,0,"(9:23) 3-B.WING PUNTS 47 YARDS TO BAL 33, CENTER-46-C.KUNTZ. 13-D.DUVERNAY TO BAL 41 FOR 8 YARDS (28-M.KILLEBREW).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,337,0,0
2023100806,2023-10-08,1,9,12,PIT,BAL,0,0,100,1,0,TIMEOUT AT 09:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,348,0,0
2023100806,2023-10-08,1,9,12,BAL,PIT,1,10,41,0,0,(9:12) 35-G.EDWARDS LEFT GUARD TO BAL 43 FOR 2 YARDS (95-K.BENTON; 50-E.ROBERTS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,41,OWN,0,,0,,0,348,0,0
2023100806,2023-10-08,1,8,38,BAL,PIT,2,8,43,1,0,(8:38) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 15-N.AGHOLOR TO PIT 45 FOR 12 YARDS (54-K.ALEXANDER).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,382,0,0
2023100806,2023-10-08,1,8,0,BAL,PIT,1,10,55,1,0,(8:00) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 15-N.AGHOLOR TO PIT 31 FOR 14 YARDS (29-L.WALLACE).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,420,0,0
2023100806,2023-10-08,1,7,35,BAL,PIT,1,10,69,0,0,"(7:35) (NO HUDDLE, SHOTGUN) 35-G.EDWARDS RIGHT GUARD TO PIT 25 FOR 6 YARDS (31-K.NEAL, 39-M.FITZPATRICK). PIT-31-K.NEAL WAS INJURED DURING THE PLAY.",0,2023,6,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,31,OPP,0,,0,,0,445,0,0
2023100806,2023-10-08,1,7,2,BAL,PIT,2,4,75,1,0,(7:02) (SHOTGUN) 35-G.EDWARDS LEFT TACKLE TO PIT 14 FOR 11 YARDS (39-M.FITZPATRICK).,0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OPP,0,,0,,0,478,0,0
2023100806,2023-10-08,1,6,24,BAL,PIT,1,10,86,0,0,(6:24) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 4-Z.FLOWERS (90-T.WATT).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,516,0,0
2023100806,2023-10-08,1,6,20,BAL,PIT,2,10,86,1,0,"(6:20) (SHOTGUN) 43-J.HILL LEFT GUARD FOR 14 YARDS, TOUCHDOWN.",0,2023,14,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OPP,0,,0,,0,520,0,0
2023100806,2023-10-08,1,6,15,PIT,BAL,1,10,25,0,0,(6:15) 8-K.PICKETT SCRAMBLES LEFT END RAN OB AT PIT 27 FOR 2 YARDS (97-B.URBAN).,0,2023,2,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,525,0,0
2023100806,2023-10-08,1,6,15,BAL,PIT,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,525,0,0
2023100806,2023-10-08,1,6,15,PIT,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,525,0,0
2023100806,2023-10-08,1,6,15,PIT,BAL,0,0,100,1,0,TIMEOUT AT 06:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,525,0,0
2023100806,2023-10-08,1,5,40,PIT,BAL,2,8,27,0,0,(5:40) 22-N.HARRIS RIGHT GUARD TO PIT 29 FOR 2 YARDS (98-T.JONES; 0-R.SMITH).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,27,OWN,0,,0,,0,560,0,0
2023100806,2023-10-08,1,4,59,PIT,BAL,3,6,29,0,0,(4:59) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 19-C.AUSTIN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,601,0,0
2023100806,2023-10-08,1,4,54,PIT,BAL,4,6,29,0,0,"(4:54) 3-B.WING PUNTS 44 YARDS TO BAL 27, CENTER-46-C.KUNTZ. 13-D.DUVERNAY TO BAL 32 FOR 5 YARDS (46-C.KUNTZ; 42-J.PIERRE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,606,0,0
2023100806,2023-10-08,1,4,45,PIT,BAL,0,0,100,1,0,TIMEOUT AT 04:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,615,0,0
2023100806,2023-10-08,1,4,45,BAL,PIT,1,10,32,0,0,(4:45) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 4-Z.FLOWERS TO BAL 37 FOR 5 YARDS (54-K.ALEXANDER).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,615,0,0
2023100806,2023-10-08,1,4,9,BAL,PIT,2,5,37,1,0,(4:09) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 43-J.HILL TO BAL 43 FOR 6 YARDS (55-C.HOLCOMB).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,651,0,0
2023100806,2023-10-08,1,3,32,BAL,PIT,1,10,43,0,0,(3:32) (SHOTGUN) 8-L.JACKSON SCRAMBLES UP THE MIDDLE TO PIT 49 FOR 8 YARDS (39-M.FITZPATRICK).,0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,688,0,0
2023100806,2023-10-08,1,2,47,BAL,PIT,2,2,51,1,0,(2:47) (SHOTGUN) 43-J.HILL RIGHT GUARD TO PIT 46 FOR 3 YARDS (54-K.ALEXANDER).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,49,OPP,0,,0,,0,733,0,0
2023100806,2023-10-08,1,2,7,BAL,PIT,1,10,54,1,0,(2:07) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 89-M.ANDREWS TO PIT 30 FOR 16 YARDS (20-P.PETERSON).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,773,0,0
2023100806,2023-10-08,1,1,41,BAL,PIT,1,10,70,0,0,"(1:41) (NO HUDDLE, SHOTGUN) 35-G.EDWARDS RIGHT GUARD TO PIT 27 FOR 3 YARDS (95-K.BENTON).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,30,OPP,0,,0,,0,799,0,0
2023100806,2023-10-08,1,1,0,BAL,PIT,2,7,73,0,0,(1:00) (SHOTGUN) 8-L.JACKSON SCRAMBLES LEFT END PUSHED OB AT PIT 21 FOR 6 YARDS (55-C.HOLCOMB).,0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,840,0,0
2023100806,2023-10-08,1,0,34,BAL,PIT,3,1,79,1,0,"(:34) (NO HUDDLE, SHOTGUN) 43-J.HILL UP THE MIDDLE TO PIT 18 FOR 3 YARDS (92-I.LOUDERMILK; 55-C.HOLCOMB).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,21,OPP,0,,0,,0,866,0,0
2023100806,2023-10-08,2,15,0,BAL,PIT,1,10,82,0,0,(15:00) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 43-J.HILL PUSHED OB AT PIT 16 FOR 2 YARDS (39-M.FITZPATRICK).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,900,0,0
2023100806,2023-10-08,1,0,0,BAL,PIT,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023100806,2023-10-08,2,14,29,BAL,PIT,2,8,84,0,0,(14:29) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 3-O.BECKHAM TO PIT 10 FOR 6 YARDS (29-L.WALLACE).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,931,0,0
2023100806,2023-10-08,2,13,55,BAL,PIT,3,2,90,1,0,(13:55) (SHOTGUN) 43-J.HILL UP THE MIDDLE TO PIT 4 FOR 6 YARDS (39-M.FITZPATRICK; 92-I.LOUDERMILK).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,10,OPP,0,,0,,0,965,0,0
2023100806,2023-10-08,2,13,14,BAL,PIT,1,4,96,0,0,(13:14) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 4-Z.FLOWERS TO PIT 4 FOR NO GAIN (50-E.ROBERTS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1006,0,0
2023100806,2023-10-08,2,12,34,BAL,PIT,2,4,96,0,0,(12:34) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 89-M.ANDREWS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1046,0,0
2023100806,2023-10-08,2,12,30,BAL,PIT,3,4,96,0,0,(12:30) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 7-R.BATEMAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1050,0,0
2023100806,2023-10-08,2,12,25,BAL,PIT,4,4,96,0,0,"(12:25) 9-J.TUCKER 23 YARD FIELD GOAL IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1055,0,0
2023100806,2023-10-08,2,12,23,PIT,BAL,0,0,65,0,0,"9-J.TUCKER KICKS 64 YARDS FROM BAL 35 TO PIT 1. 25-D.KING TO PIT 20 FOR 19 YARDS (18-L.TREADWELL; 53-D.PHILLIPS). PENALTY ON PIT-28-M.KILLEBREW, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT PIT 20.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,PIT,0,OFFENSIVE HOLDING,10,1057,0,0
2023100806,2023-10-08,2,12,23,PIT,BAL,0,0,100,1,0,TIMEOUT AT 12:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1057,0,0
2023100806,2023-10-08,2,12,18,PIT,BAL,1,10,10,0,0,(12:18) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT MIDDLE TO 80-D.WASHINGTON (0-R.SMITH).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1062,0,0
2023100806,2023-10-08,2,12,14,PIT,BAL,2,10,10,1,0,(12:14) (SHOTGUN) 8-K.PICKETT PASS DEEP RIGHT TO 14-G.PICKENS PUSHED OB AT PIT 31 FOR 21 YARDS (28-R.DARBY).,0,2023,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1066,0,0
2023100806,2023-10-08,2,12,14,PIT,BAL,0,0,100,1,0,TIMEOUT #1 BY PIT AT 12:14.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1066,0,0
2023100806,2023-10-08,2,11,51,PIT,BAL,1,10,31,0,0,"(11:51) (NO HUDDLE, SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 11-A.ROBINSON RAN OB AT PIT 39 FOR 8 YARDS.",0,2023,8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1089,0,0
2023100806,2023-10-08,2,11,34,PIT,BAL,2,2,39,1,0,"(11:34) (NO HUDDLE, SHOTGUN) 30-J.WARREN LEFT GUARD TO PIT 43 FOR 4 YARDS (0-R.SMITH).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,39,OWN,0,,0,,0,1106,0,0
2023100806,2023-10-08,2,11,10,PIT,BAL,1,10,43,0,0,"(11:10) (NO HUDDLE, SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP LEFT TO 14-G.PICKENS.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1130,0,0
2023100806,2023-10-08,2,11,6,PIT,BAL,2,10,43,0,0,"(11:06) 30-J.WARREN LEFT TACKLE TO PIT 46 FOR 3 YARDS (6-P.QUEEN, 0-R.SMITH).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OWN,0,,0,,0,1134,0,0
2023100806,2023-10-08,2,10,26,PIT,BAL,3,7,46,1,0,"(10:26) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 83-CO.HEYWARD TO BAL 42 FOR 12 YARDS (32-M.WILLIAMS, 21-B.STEPHENS).",0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1174,0,0
2023100806,2023-10-08,2,9,42,PIT,BAL,1,10,58,0,0,(9:42) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP LEFT TO 14-G.PICKENS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,1218,0,0
2023100806,2023-10-08,2,9,35,PIT,BAL,2,10,58,0,0,(9:35) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 11-A.ROBINSON TO BAL 39 FOR 3 YARDS (44-M.HUMPHREY).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,1225,0,0
2023100806,2023-10-08,2,8,48,PIT,BAL,3,7,61,0,0,(8:48) (SHOTGUN) 8-K.PICKETT SACKED AT BAL 47 FOR -8 YARDS (10-A.MAULET).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1272,0,0
2023100806,2023-10-08,2,8,17,PIT,BAL,4,15,53,0,0,"(8:17) 3-B.WING PUNTS 39 YARDS TO BAL 8, CENTER-46-C.KUNTZ, FAIR CATCH BY 13-D.DUVERNAY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1303,0,0
2023100806,2023-10-08,2,8,9,BAL,PIT,1,10,8,0,0,(8:09) (SHOTGUN) 35-G.EDWARDS LEFT GUARD TO BAL 11 FOR 3 YARDS (57-M.ADAMS; 95-K.BENTON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,8,OWN,0,,0,,0,1311,0,0
2023100806,2023-10-08,2,8,9,PIT,BAL,0,0,100,1,0,TIMEOUT AT 08:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1311,0,0
2023100806,2023-10-08,2,7,26,BAL,PIT,2,7,11,1,0,(7:26) (SHOTGUN) 35-G.EDWARDS LEFT GUARD TO BAL 20 FOR 9 YARDS (31-K.NEAL).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OWN,0,,0,,0,1354,0,0
2023100806,2023-10-08,2,6,47,BAL,PIT,1,10,20,1,0,"(6:47) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 89-M.ANDREWS TO BAL 33 FOR 13 YARDS (31-K.NEAL, 50-E.ROBERTS).",0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1393,0,0
2023100806,2023-10-08,2,6,20,BAL,PIT,1,10,33,0,0,(6:20) (NO HUDDLE) 35-G.EDWARDS LEFT GUARD TO BAL 33 FOR NO GAIN (50-E.ROBERTS).,0,2023,0,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,33,OWN,0,,0,,0,1420,0,0
2023100806,2023-10-08,2,5,41,BAL,PIT,2,10,33,1,0,"(5:41) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 43-J.HILL TO BAL 43 FOR 10 YARDS (99-L.OGUNJOBI). FUMBLES (99-L.OGUNJOBI), RECOVERED BY PIT-23-D.KAZEE AT PIT 48. 23-D.KAZEE TO PIT 49 FOR 1 YARD (70-K.ZEITLER).",0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,33,OWN,0,,0,,0,1459,0,0
2023100806,2023-10-08,2,5,31,PIT,BAL,0,0,100,1,0,TIMEOUT AT 05:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1469,0,0
2023100806,2023-10-08,2,5,31,PIT,BAL,1,10,49,0,0,(5:31) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 11-A.ROBINSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1469,0,0
2023100806,2023-10-08,2,5,28,PIT,BAL,2,10,49,1,0,(5:28) (SHOTGUN) 8-K.PICKETT PASS SHORT MIDDLE TO 14-G.PICKENS TO BAL 40 FOR 11 YARDS (0-R.SMITH; 26-G.STONE).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1472,0,0
2023100806,2023-10-08,2,4,49,PIT,BAL,1,10,60,1,0,(4:49) 14-G.PICKENS RIGHT END TO BAL 24 FOR 16 YARDS (26-G.STONE).,0,2023,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,40,OPP,0,,0,,0,1511,0,0
2023100806,2023-10-08,2,4,20,PIT,BAL,1,10,76,0,0,"(4:20) (NO HUDDLE, SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 13-M.BOYKIN (21-B.STEPHENS).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,1540,0,0
2023100806,2023-10-08,2,4,14,PIT,BAL,2,10,76,0,0,"(4:14) (SHOTGUN) 30-J.WARREN LEFT END TO BAL 25 FOR -1 YARDS (14-K.HAMILTON, 96-B.WASHINGTON).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,24,OPP,0,,0,,0,1546,0,0
2023100806,2023-10-08,2,3,28,PIT,BAL,3,11,75,0,0,(3:28) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1592,0,0
2023100806,2023-10-08,2,3,21,PIT,BAL,4,11,75,0,0,"(3:21) 9-C.BOSWELL 43 YARD FIELD GOAL IS GOOD, CENTER-46-C.KUNTZ, HOLDER-3-B.WING.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1599,0,0
