GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LAC,TEN
2023091707,2023-09-17,1,11,0,TEN,LAC,3,2,45,1,0,"(11:00) (SHOTGUN) 32-T.SPEARS RIGHT TACKLE TO TEN 48 FOR 3 YARDS (32-A.GILMAN, 36-J.TAYLOR).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,45,OWN,0,,0,,0,240,0,0
2023091707,2023-09-17,1,10,25,TEN,LAC,1,10,48,0,0,(10:25) (SHOTGUN) 32-T.SPEARS RIGHT END TO LAC 48 FOR 4 YARDS (52-K.MACK).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,48,OWN,0,,0,,0,275,0,0
2023091707,2023-09-17,1,9,39,TEN,LAC,2,6,52,0,0,(9:39) 22-D.HENRY LEFT END TO LAC 47 FOR 1 YARD (9-K.MURRAY; 45-T.TUIPULOTU).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,48,OPP,0,,0,,0,321,0,0
2023091707,2023-09-17,1,8,58,TEN,LAC,3,5,53,0,0,"(8:58) (SHOTGUN) 32-T.SPEARS UP THE MIDDLE TO LAC 46 FOR 1 YARD (45-T.TUIPULOTU, 31-N.NIEMANN).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OPP,0,,0,,0,362,0,0
2023091707,2023-09-17,1,8,14,TEN,LAC,4,4,54,0,0,(8:14) (SHOTGUN) 17-R.TANNEHILL SACKED AT TEN 48 FOR -6 YARDS (9-K.MURRAY).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,406,0,0
2023091707,2023-09-17,1,8,11,LAC,TEN,1,10,52,0,0,(8:11) (SHOTGUN) 25-J.KELLEY LEFT GUARD TO TEN 47 FOR 1 YARD (21-R.MCCREARY).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OPP,0,,0,,0,409,0,0
2023091707,2023-09-17,1,8,11,TEN,LAC,0,0,100,1,0,TIMEOUT AT 08:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,409,0,0
2023091707,2023-09-17,1,7,40,LAC,TEN,2,9,53,0,0,(7:40) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 13-K.ALLEN PUSHED OB AT TEN 40 FOR 7 YARDS (96-D.AUTRY).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,440,0,0
2023091707,2023-09-17,1,7,6,LAC,TEN,3,2,60,1,0,(7:06) (SHOTGUN) 25-J.KELLEY UP THE MIDDLE TO TEN 35 FOR 5 YARDS (2-A.AL-SHAAIR).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,474,0,0
2023091707,2023-09-17,1,6,34,LAC,TEN,1,10,65,0,0,(6:34) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 13-K.ALLEN TO TEN 27 FOR 8 YARDS (23-T.AVERY).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,506,0,0
2023091707,2023-09-17,1,5,52,LAC,TEN,2,2,73,0,0,(5:52) 10-J.HERBERT PASS SHORT LEFT TO 81-M.WILLIAMS TO TEN 28 FOR -1 YARDS (23-T.AVERY).,0,2023,-1,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,548,0,0
2023091707,2023-09-17,1,5,31,LAC,TEN,3,3,72,0,0,(5:31) (NO HUDDLE) 42-E.DOTSON LEFT GUARD TO TEN 27 FOR 1 YARD (98-J.SIMMONS; 21-R.MCCREARY).,0,2023,1,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,28,OPP,0,,0,,0,569,0,0
2023091707,2023-09-17,1,4,52,LAC,TEN,4,2,73,1,0,(4:52) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 81-M.WILLIAMS PUSHED OB AT TEN 7 FOR 20 YARDS (24-E.MOLDEN).,0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,608,0,0
2023091707,2023-09-17,1,4,35,LAC,TEN,1,7,93,0,0,(4:35) (NO HUDDLE) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 13-K.ALLEN (0-S.MURPHY-BUNTING).,0,2023,0,NO HUDDLE,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,625,0,0
2023091707,2023-09-17,1,4,29,LAC,TEN,2,7,93,0,0,"(4:29) 25-J.KELLEY RIGHT TACKLE TO TEN 9 FOR -2 YARDS (21-R.MCCREARY, 2-A.AL-SHAAIR).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,631,0,0
2023091707,2023-09-17,1,3,56,LAC,TEN,3,9,91,0,0,"(3:56) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 81-M.WILLIAMS. PENALTY ON LAC-79-T.PIPKINS, OFFENSIVE HOLDING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,9,OPP,0,LAC,0,OFFENSIVE HOLDING,0,664,0,0
2023091707,2023-09-17,1,3,49,LAC,TEN,4,9,91,0,0,"(3:49) 11-C.DICKER 27 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,671,0,0
2023091707,2023-09-17,1,3,46,TEN,LAC,0,0,100,1,0,TIMEOUT AT 03:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,674,0,0
2023091707,2023-09-17,1,3,46,TEN,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,674,0,0
2023091707,2023-09-17,1,3,46,TEN,LAC,1,10,25,0,0,(3:46) (SHOTGUN) 32-T.SPEARS LEFT GUARD TO TEN 30 FOR 5 YARDS (45-T.TUIPULOTU; 98-A.JOHNSON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,674,0,0
2023091707,2023-09-17,1,3,2,TEN,LAC,2,5,30,0,0,"(3:02) (SHOTGUN) PENALTY ON TEN-88-T.WESCO, FALSE START, 5 YARDS, ENFORCED AT TEN 30 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,30,OWN,1,TEN,1,FALSE START,5,718,0,0
2023091707,2023-09-17,1,2,38,TEN,LAC,2,10,25,0,0,(2:38) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT MIDDLE TO 10-D.HOPKINS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,742,0,0
2023091707,2023-09-17,1,2,34,TEN,LAC,3,10,25,0,0,(2:34) (SHOTGUN) 17-R.TANNEHILL SACKED AT TEN 17 FOR -8 YARDS (97-J.BOSA).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,746,0,0
2023091707,2023-09-17,1,1,55,TEN,LAC,4,18,17,0,0,"(1:55) 4-R.STONEHOUSE PUNTS 60 YARDS TO LAC 23, CENTER-46-M.COX. 12-D.DAVIS PUSHED OB AT LAC 36 FOR 13 YARDS (36-J.CHESTNUT).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,785,0,0
2023091707,2023-09-17,1,1,42,LAC,TEN,1,10,36,0,0,(1:42) 10-J.HERBERT PASS SHORT LEFT TO 81-M.WILLIAMS PUSHED OB AT LAC 43 FOR 7 YARDS (21-R.MCCREARY).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,798,0,0
2023091707,2023-09-17,1,1,42,TEN,LAC,0,0,100,1,0,TIMEOUT AT 01:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,798,0,0
2023091707,2023-09-17,1,1,8,LAC,TEN,2,3,43,1,0,(1:08) 25-J.KELLEY RIGHT END TO LAC 47 FOR 4 YARDS (0-S.MURPHY-BUNTING; 99-R.WEAVER).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,43,OWN,0,,0,,0,832,0,0
2023091707,2023-09-17,1,0,31,LAC,TEN,1,10,47,0,0,(:31) 81-M.WILLIAMS LEFT END TO 50 FOR 3 YARDS (31-K.BYARD).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,47,OWN,0,,0,,0,869,0,0
2023091707,2023-09-17,1,0,0,LAC,TEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091707,2023-09-17,2,15,0,LAC,TEN,2,7,100,0,0,(15:00) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP LEFT TO 81-M.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091707,2023-09-17,2,14,53,LAC,TEN,3,7,100,0,0,(14:53) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 5-J.PALMER TO TEN 44 FOR 6 YARDS (23-T.AVERY).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,907,0,0
2023091707,2023-09-17,2,14,13,LAC,TEN,4,1,56,0,0,"(14:13) 16-J.SCOTT PUNTS 29 YARDS TO TEN 15, CENTER-47-J.HARRIS, DOWNED BY LAC-33-D.LEONARD.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,947,0,0
2023091707,2023-09-17,2,14,5,TEN,LAC,1,10,15,0,0,(14:05) 22-D.HENRY RIGHT GUARD TO TEN 16 FOR 1 YARD (3-D.JAMES; 31-N.NIEMANN).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,15,OWN,0,,0,,0,955,0,0
2023091707,2023-09-17,2,14,5,TEN,LAC,0,0,100,1,0,TIMEOUT AT 14:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,955,0,0
2023091707,2023-09-17,2,13,27,TEN,LAC,2,9,16,0,0,(13:27) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 22-D.HENRY TO TEN 16 FOR NO GAIN (3-D.JAMES).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,993,0,0
2023091707,2023-09-17,2,12,47,TEN,LAC,3,9,16,0,0,(12:47) (SHOTGUN) 17-R.TANNEHILL SACKED AT TEN 3 FOR -13 YARDS (56-M.FOX).,0,2023,-13,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1033,0,0
2023091707,2023-09-17,2,12,2,TEN,LAC,4,22,3,0,0,"(12:02) 4-R.STONEHOUSE PUNTS 63 YARDS TO LAC 34, CENTER-46-M.COX. 12-D.DAVIS TO TEN 47 FOR 19 YARDS (99-R.WEAVER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,3,OWN,0,,0,,0,1078,0,0
2023091707,2023-09-17,2,11,50,TEN,LAC,0,0,100,1,0,TIMEOUT AT 11:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1090,0,0
2023091707,2023-09-17,2,11,50,LAC,TEN,1,10,53,0,0,(11:50) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 42-E.DOTSON PUSHED OB AT TEN 40 FOR 7 YARDS (0-S.MURPHY-BUNTING; 2-A.AL-SHAAIR).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,1090,0,0
2023091707,2023-09-17,2,11,20,LAC,TEN,2,3,60,0,0,(11:20) (SHOTGUN) 42-E.DOTSON UP THE MIDDLE TO TEN 38 FOR 2 YARDS (90-N.JONES; 95-K.PEKO).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,1120,0,0
2023091707,2023-09-17,2,10,49,LAC,TEN,3,1,62,0,0,(10:49) 10-J.HERBERT UP THE MIDDLE TO TEN 38 FOR NO GAIN (98-J.SIMMONS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OPP,0,,0,,0,1151,0,0
2023091707,2023-09-17,2,10,13,LAC,TEN,4,1,62,0,0,"(10:13) 12-D.DAVIS LEFT END PUSHED OB AT TEN 28 FOR 10 YARDS (2-A.AL-SHAAIR). PENALTY ON TEN-2-A.AL-SHAAIR, HORSE COLLAR TACKLE, 14 YARDS, ENFORCED AT TEN 28.",0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,38,OPP,1,TEN,0,HORSE COLLAR TACKLE,14,1187,0,0
2023091707,2023-09-17,2,9,53,LAC,TEN,1,10,86,0,0,(9:53) (SHOTGUN) 42-E.DOTSON LEFT GUARD TO TEN 13 FOR 1 YARD (98-J.SIMMONS; 2-A.AL-SHAAIR).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OPP,0,,0,,0,1207,0,0
2023091707,2023-09-17,2,9,14,LAC,TEN,2,9,87,0,0,"(9:14) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 7-G.EVERETT TO TEN 8 FOR 5 YARDS (0-S.MURPHY-BUNTING, 31-K.BYARD).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,1246,0,0
2023091707,2023-09-17,2,8,29,LAC,TEN,3,4,92,0,0,"(8:29) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 5-J.PALMER. LOS ANGELES CHARGERS CHALLENGED THE INCOMPLETE PASS RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,1,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1291,0,0
2023091707,2023-09-17,2,8,24,LAC,TEN,4,4,92,0,0,"(8:24) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 13-K.ALLEN FOR 8 YARDS, TOUCHDOWN [49-A.KEY]. PENALTY ON TEN-98-J.SIMMONS, ROUGHING THE PASSER, 1 YARD, ENFORCED BETWEEN DOWNS. PENALTY ON TEN-23-T.AVERY, DEFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,8,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,1,0,0,,8,OPP,0,TEN,0,ROUGHING THE PASSER,0,1296,0,0
2023091707,2023-09-17,2,8,16,TEN,LAC,1,10,25,1,0,(8:16) 17-R.TANNEHILL PASS DEEP LEFT TO 16-T.BURKS TO LAC 5 FOR 70 YARDS (26-A.SAMUEL).,0,2023,70,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1304,0,0
2023091707,2023-09-17,2,8,16,TEN,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1304,0,0
2023091707,2023-09-17,2,8,16,LAC,TEN,0,0,99,1,0,79-T.PIPKINS REPORTED IN AS ELIGIBLE. TWO-POINT CONVERSION ATTEMPT. 10-J.HERBERT PASS TO 79-T.PIPKINS IS COMPLETE. ATTEMPT SUCCEEDS.,0,2023,0,UNDER CENTER,TWO-POINT CONVERSION,0,0,0,0,,0,0,0,,0,0,0,1,1,,1,OPP,0,,0,,0,1304,0,0
2023091707,2023-09-17,2,7,32,TEN,LAC,1,5,95,0,0,(7:32) (NO HUDDLE) 22-D.HENRY UP THE MIDDLE TO LAC 1 FOR 4 YARDS (9-K.MURRAY; 57-A.OGBONGBEMIGA).,0,2023,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,5,OPP,0,,0,,0,1348,0,0
2023091707,2023-09-17,2,7,12,TEN,LAC,2,1,99,1,0,"(7:12) (NO HUDDLE) 22-D.HENRY UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,NO HUDDLE,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,1368,0,0
2023091707,2023-09-17,2,7,9,TEN,LAC,0,0,85,1,0,"6-N.FOLK EXTRA POINT IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1371,0,0
2023091707,2023-09-17,2,7,9,TEN,LAC,0,0,100,1,0,TIMEOUT AT 07:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1371,0,0
2023091707,2023-09-17,2,7,9,LAC,TEN,0,0,65,1,0,6-N.FOLK KICKS 64 YARDS FROM TEN 35 TO LAC 1. 12-D.DAVIS TO LAC 25 FOR 24 YARDS (24-E.MOLDEN).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1371,0,0
2023091707,2023-09-17,2,7,3,LAC,TEN,1,10,25,1,0,(7:03) 25-J.KELLEY LEFT GUARD TO LAC 40 FOR 15 YARDS (31-K.BYARD; 24-E.MOLDEN).,0,2023,15,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1377,0,0
2023091707,2023-09-17,2,6,30,LAC,TEN,1,10,40,0,0,(6:30) 25-J.KELLEY UP THE MIDDLE TO LAC 43 FOR 3 YARDS (2-A.AL-SHAAIR).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OWN,0,,0,,0,1410,0,0
2023091707,2023-09-17,2,5,55,LAC,TEN,2,7,43,1,0,(5:55) (SHOTGUN) 10-J.HERBERT PASS DEEP RIGHT TO 13-K.ALLEN RAN OB AT TEN 15 FOR 42 YARDS (31-K.BYARD).,0,2023,42,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1445,0,0
2023091707,2023-09-17,2,5,18,LAC,TEN,1,10,85,0,0,(5:18) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1482,0,0
2023091707,2023-09-17,2,5,12,LAC,TEN,2,10,85,0,0,"(5:12) (SHOTGUN) 28-I.SPILLER UP THE MIDDLE TO TEN 12 FOR 3 YARDS (50-J.GIBBENS, 58-H.LANDRY).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,15,OPP,0,,0,,0,1488,0,0
2023091707,2023-09-17,2,4,31,LAC,TEN,3,7,88,0,0,(4:31) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 1-Q.JOHNSTON (23-T.AVERY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1529,0,0
2023091707,2023-09-17,2,4,27,LAC,TEN,4,7,88,0,0,"(4:27) 11-C.DICKER 30 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1533,0,0
2023091707,2023-09-17,2,4,23,TEN,LAC,0,0,100,1,0,TIMEOUT AT 04:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1537,0,0
2023091707,2023-09-17,2,4,23,TEN,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1537,0,0
2023091707,2023-09-17,2,4,23,TEN,LAC,1,10,25,1,0,"(4:23) 22-D.HENRY LEFT END TO TEN 48 FOR 23 YARDS (32-A.GILMAN, 31-N.NIEMANN).",0,2023,23,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,1537,0,0
2023091707,2023-09-17,2,3,40,TEN,LAC,1,10,48,0,0,(3:40) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 16-T.BURKS TO LAC 47 FOR 5 YARDS (26-A.SAMUEL).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1580,0,0
