GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,HOU
2023102900,2023-10-29,1,11,49,HOU,CAR,1,10,51,1,0,(11:49) 7-C.STROUD SCRAMBLES LEFT END TO CAR 37 FOR 12 YARDS (49-F.LUVU).,0,2023,12,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,191,0,0
2023102900,2023-10-29,1,11,49,CAR,HOU,0,0,100,1,0,TIMEOUT AT 11:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,191,0,0
2023102900,2023-10-29,1,11,13,HOU,CAR,1,10,63,0,0,(11:13) 26-D.SINGLETARY UP THE MIDDLE TO CAR 44 FOR -7 YARDS (49-F.LUVU).,0,2023,-7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OPP,0,,0,,0,227,0,0
2023102900,2023-10-29,1,10,27,HOU,CAR,2,17,56,0,0,(10:27) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 26-D.SINGLETARY PUSHED OB AT CAR 41 FOR 3 YARDS (25-X.WOODS; 40-D.JONES).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,273,0,0
2023102900,2023-10-29,1,9,50,HOU,CAR,3,14,59,0,0,(9:50) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT LEFT TO 85-N.BROWN (96-D.WILLIAMS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,310,0,0
2023102900,2023-10-29,1,9,46,HOU,CAR,4,14,59,0,0,"(9:46) 11-C.JOHNSTON PUNTS 33 YARDS TO CAR 8, CENTER-46-J.WEEKS, FAIR CATCH BY 11-I.SMITH-MARSETTE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,314,0,0
2023102900,2023-10-29,1,9,40,CAR,HOU,0,0,100,1,0,TIMEOUT AT 09:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,320,0,0
2023102900,2023-10-29,1,9,40,CAR,HOU,1,10,8,1,0,(9:40) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 3-R.BLACKSHEAR TO CAR 27 FOR 19 YARDS (0-S.GRIFFIN).,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,320,0,0
2023102900,2023-10-29,1,9,5,CAR,HOU,1,10,27,0,0,(9:05) (SHOTGUN) 30-C.HUBBARD RIGHT TACKLE TO CAR 25 FOR -2 YARDS (51-W.ANDERSON).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,27,OWN,0,,0,,0,355,0,0
2023102900,2023-10-29,1,8,33,CAR,HOU,2,12,25,0,0,(8:33) (SHOTGUN) 6-M.SANDERS RIGHT TACKLE TO CAR 29 FOR 4 YARDS (55-J.HUGHES; 91-H.RIDGEWAY).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,387,0,0
2023102900,2023-10-29,1,7,50,CAR,HOU,3,8,29,0,0,(7:50) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 15-J.MINGO.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,430,0,0
2023102900,2023-10-29,1,7,45,CAR,HOU,4,8,29,0,0,"(7:45) 10-J.HEKKER PUNTS 56 YARDS TO HOU 15, CENTER-44-J.JANSEN. 3-N.DELL TO HOU 33 FOR 18 YARDS (32-D.BOOTLE). PENALTY ON HOU-43-N.HEWITT, OFFENSIVE HOLDING, 7 YARDS, ENFORCED AT HOU 15.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,29,OWN,1,HOU,0,OFFENSIVE HOLDING,7,435,0,0
2023102900,2023-10-29,1,7,33,CAR,HOU,0,0,100,1,0,TIMEOUT AT 07:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,447,0,0
2023102900,2023-10-29,1,7,33,HOU,CAR,1,10,8,1,0,(7:33) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 12-N.COLLINS TO HOU 23 FOR 15 YARDS (25-X.WOODS).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,447,0,0
2023102900,2023-10-29,1,6,59,HOU,CAR,1,10,23,0,0,(6:59) 7-C.STROUD PASS INCOMPLETE DEEP RIGHT TO 12-N.COLLINS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,481,0,0
2023102900,2023-10-29,1,6,52,HOU,CAR,2,10,23,0,0,(6:52) 31-D.PIERCE UP THE MIDDLE TO HOU 26 FOR 3 YARDS (93-L.RAY).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OWN,0,,0,,0,488,0,0
2023102900,2023-10-29,1,6,8,HOU,CAR,3,7,26,1,0,"(6:08) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 22-M.BOONE TO HOU 37 FOR 11 YARDS (25-X.WOODS, 96-D.WILLIAMS).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,532,0,0
2023102900,2023-10-29,1,5,25,HOU,CAR,1,10,37,0,0,"(5:25) (NO HUDDLE, SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 3-N.DELL TO HOU 41 FOR 4 YARDS (23-C.HENDERSON).",0,2023,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,575,0,0
2023102900,2023-10-29,1,4,50,HOU,CAR,2,6,41,1,0,(4:50) (SHOTGUN) 3-N.DELL LEFT END TO CAR 48 FOR 11 YARDS (49-F.LUVU).,0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,41,OWN,0,,0,,0,610,0,0
2023102900,2023-10-29,1,4,6,HOU,CAR,1,10,52,0,0,(4:06) (SHOTGUN) 26-D.SINGLETARY LEFT GUARD TO CAR 43 FOR 5 YARDS (22-J.ROBINSON; 91-N.THURMAN).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OPP,0,,0,,0,654,0,0
2023102900,2023-10-29,1,3,28,HOU,CAR,2,5,57,0,0,(3:28) 26-D.SINGLETARY LEFT END TO CAR 42 FOR 1 YARD (26-D.JACKSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,43,OPP,0,,0,,0,692,0,0
2023102900,2023-10-29,1,2,48,HOU,CAR,3,4,58,1,0,(2:48) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 12-N.COLLINS PUSHED OB AT CAR 34 FOR 8 YARDS (26-D.JACKSON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,732,0,0
2023102900,2023-10-29,1,2,22,HOU,CAR,1,10,66,0,0,(2:22) (NO HUDDLE) 22-M.BOONE LEFT TACKLE TO CAR 29 FOR 5 YARDS (49-F.LUVU).,0,2023,5,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OPP,0,,0,,0,758,0,0
2023102900,2023-10-29,1,1,43,HOU,CAR,2,5,71,0,0,(1:43) (SHOTGUN) 31-D.PIERCE LEFT GUARD TO CAR 28 FOR 1 YARD (50-J.HOUSTON; 96-D.WILLIAMS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OPP,0,,0,,0,797,0,0
2023102900,2023-10-29,1,1,2,HOU,CAR,3,4,72,1,0,(1:02) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 85-N.BROWN TO CAR 24 FOR 4 YARDS (23-C.HENDERSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,838,0,0
2023102900,2023-10-29,1,0,21,HOU,CAR,1,10,76,0,0,(:21) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 3-N.DELL RAN OB AT CAR 21 FOR 3 YARDS (49-F.LUVU; 25-X.WOODS).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,879,0,0
2023102900,2023-10-29,1,0,0,HOU,CAR,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023102900,2023-10-29,2,15,0,HOU,CAR,2,7,79,0,0,(15:00) (SHOTGUN) 3-N.DELL LEFT END TO CAR 24 FOR -3 YARDS (52-D.JOHNSON).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,21,OPP,0,,0,,0,900,0,0
2023102900,2023-10-29,2,14,18,HOU,CAR,3,10,76,1,0,(14:18) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 85-N.BROWN TO CAR 2 FOR 22 YARDS (42-S.FRANKLIN).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,942,0,0
2023102900,2023-10-29,2,13,26,HOU,CAR,1,2,98,1,0,"(13:26) 31-D.PIERCE LEFT TACKLE FOR 2 YARDS, TOUCHDOWN. THE REPLAY OFFICIAL REVIEWED THE RUNNER BROKE THE PLANE RULING, AND THE PLAY WAS REVERSED. 31-D.PIERCE LEFT TACKLE TO CAR 1 FOR 1 YARD (95-DER.BROWN).",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT TACKLE,2,OPP,0,,0,,0,994,0,0
2023102900,2023-10-29,2,13,15,HOU,CAR,2,1,99,1,0,"(13:15) 78-L.TUNSIL REPORTED IN AS ELIGIBLE.  47-A.BECK UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,1005,0,0
2023102900,2023-10-29,2,13,13,CAR,HOU,0,0,100,1,0,TIMEOUT AT 13:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1007,0,0
2023102900,2023-10-29,2,13,13,CAR,HOU,0,0,65,1,0,"15-K.FAIRBAIRN KICKS 62 YARDS FROM HOU 35 TO CAR 3. 3-R.BLACKSHEAR TO CAR 34 FOR 31 YARDS (4-T.THOMAS, 25-G.ARNOLD).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1007,0,0
2023102900,2023-10-29,2,13,13,HOU,CAR,0,0,85,1,0,"15-K.FAIRBAIRN EXTRA POINT IS GOOD, CENTER-46-J.WEEKS, HOLDER-11-C.JOHNSTON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1007,0,0
2023102900,2023-10-29,2,13,6,CAR,HOU,1,10,34,0,0,"(13:06) (SHOTGUN) 30-C.HUBBARD LEFT GUARD TO CAR 35 FOR 1 YARD (6-D.PERRYMAN, 4-T.THOMAS).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,34,OWN,0,,0,,0,1014,0,0
2023102900,2023-10-29,2,12,25,CAR,HOU,2,9,35,0,0,"(12:25) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 29 FOR -6 YARDS (52-J.GREENARD). FUMBLES (52-J.GREENARD) [52-J.GREENARD], RECOVERED BY CAR-30-C.HUBBARD AT CAR 32. PENALTY ON HOU-52-J.GREENARD, FACE MASK, 15 YARDS, ENFORCED AT CAR 35 - NO PLAY.",0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,1,0,0,,35,OWN,1,HOU,1,FACE MASK,15,1055,0,0
2023102900,2023-10-29,2,12,16,CAR,HOU,1,10,100,0,0,(12:16) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 19-A.THIELEN TO HOU 41 FOR 9 YARDS (1-J.WARD).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1064,0,0
2023102900,2023-10-29,2,11,36,CAR,HOU,2,1,59,0,0,(11:36) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT TO 19-A.THIELEN (48-C.HARRIS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1104,0,0
2023102900,2023-10-29,2,11,30,CAR,HOU,3,1,59,1,0,(11:30) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO HOU 38 FOR 3 YARDS (6-D.PERRYMAN).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OPP,0,,0,,0,1110,0,0
2023102900,2023-10-29,2,10,55,CAR,HOU,1,10,62,0,0,"(10:55) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 19-A.THIELEN TO HOU 36 FOR 2 YARDS (4-T.THOMAS).",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1145,0,0
2023102900,2023-10-29,2,10,20,CAR,HOU,2,8,64,1,0,(10:20) (SHOTGUN) 9-B.YOUNG PASS DEEP LEFT TO 19-A.THIELEN TO HOU 5 FOR 31 YARDS (4-T.THOMAS).,0,2023,31,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1180,0,0
2023102900,2023-10-29,2,9,42,CAR,HOU,1,5,95,0,0,(9:42) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO HOU 2 FOR 3 YARDS (5-J.PITRE; 1-J.WARD).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,5,OPP,0,,0,,0,1218,0,0
2023102900,2023-10-29,2,9,16,CAR,HOU,2,2,98,0,0,(9:16) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO HOU 1 FOR 1 YARD (6-D.PERRYMAN; 91-H.RIDGEWAY).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OPP,0,,0,,0,1244,0,0
2023102900,2023-10-29,2,8,31,CAR,HOU,3,1,99,0,0,"(8:31) (SHOTGUN) 30-C.HUBBARD RIGHT GUARD TO HOU 2 FOR -1 YARDS (96-M.COLLINS, 52-J.GREENARD).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,1,OPP,0,,0,,0,1289,0,0
2023102900,2023-10-29,2,7,46,CAR,HOU,4,2,98,0,0,(7:46) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 19-A.THIELEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,1334,0,0
2023102900,2023-10-29,2,7,43,HOU,CAR,1,10,2,0,0,(7:43) 31-D.PIERCE RIGHT TACKLE TO HOU 8 FOR 6 YARDS (49-F.LUVU; 54-K.GRUGIER-HILL).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,2,OWN,0,,0,,0,1337,0,0
2023102900,2023-10-29,2,7,43,CAR,HOU,0,0,100,1,0,TIMEOUT AT 07:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1337,0,0
2023102900,2023-10-29,2,7,2,HOU,CAR,2,4,8,1,0,(7:02) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 3-N.DELL TO HOU 17 FOR 9 YARDS (26-D.JACKSON).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,1378,0,0
2023102900,2023-10-29,2,6,26,HOU,CAR,1,10,17,0,0,(6:26) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT MIDDLE TO 85-N.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1414,0,0
2023102900,2023-10-29,2,6,22,HOU,CAR,2,10,17,0,0,(6:22) (SHOTGUN) 31-D.PIERCE RIGHT TACKLE TO HOU 20 FOR 3 YARDS (95-DER.BROWN; 22-J.ROBINSON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,17,OWN,0,,0,,0,1418,0,0
2023102900,2023-10-29,2,5,40,HOU,CAR,3,7,20,0,0,(5:40) (SHOTGUN) 7-C.STROUD SACKED AT HOU 10 FOR -10 YARDS (0-B.BURNS).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1460,0,0
2023102900,2023-10-29,2,5,3,HOU,CAR,4,17,10,0,0,"(5:03) 11-C.JOHNSTON PUNTS 53 YARDS TO CAR 37, CENTER-46-J.WEEKS. 11-I.SMITH-MARSETTE TO CAR 40 FOR 3 YARDS (20-K.HOLLMAN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1497,0,0
2023102900,2023-10-29,2,4,53,CAR,HOU,0,0,100,1,0,TIMEOUT AT 04:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1507,0,0
2023102900,2023-10-29,2,4,53,CAR,HOU,1,10,40,0,0,(4:53) 9-B.YOUNG PASS INCOMPLETE DEEP LEFT TO 17-D.CHARK.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1507,0,0
2023102900,2023-10-29,2,4,48,CAR,HOU,2,10,40,0,0,(4:48) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE DEEP RIGHT TO 17-D.CHARK (1-J.WARD).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1512,0,0
2023102900,2023-10-29,2,4,40,CAR,HOU,3,10,40,0,0,"(4:40) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 30 FOR -10 YARDS (SACK SPLIT BY 51-W.ANDERSON AND 5-J.PITRE). PENALTY ON HOU-20-K.HOLLMAN, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT CAR 40 - NO PLAY.",0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,40,OWN,1,HOU,1,DEFENSIVE HOLDING,5,1520,0,0
2023102900,2023-10-29,2,4,17,CAR,HOU,1,10,45,0,0,"(4:17) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO CAR 49 FOR 4 YARDS (53-B.CASHMAN, 1-J.WARD).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OWN,0,,0,,0,1543,0,0
2023102900,2023-10-29,2,3,48,CAR,HOU,2,6,49,1,0,(3:48) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 84-S.SULLIVAN PUSHED OB AT HOU 38 FOR 13 YARDS (0-S.GRIFFIN).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1572,0,0
2023102900,2023-10-29,2,3,6,CAR,HOU,1,10,62,1,0,(3:06) (SHOTGUN) 9-B.YOUNG PASS DEEP MIDDLE TO 17-D.CHARK TO HOU 18 FOR 20 YARDS (21-S.NELSON) [94-K.DAVIS].,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1614,0,0
2023102900,2023-10-29,2,2,28,CAR,HOU,1,10,82,0,0,(2:28) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 88-T.MARSHALL TO HOU 9 FOR 9 YARDS (5-J.PITRE) [52-J.GREENARD].,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,1652,0,0
2023102900,2023-10-29,2,2,1,CAR,HOU,2,1,91,0,0,"(2:01) PENALTY ON HOU-93-K.HINISH, ENCROACHMENT, 5 YARDS, ENFORCED AT HOU 9 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,9,OPP,1,HOU,1,ENCROACHMENT,5,1679,0,0
2023102900,2023-10-29,2,2,0,CAR,HOU,1,4,96,0,0,"(2:00) (SHOTGUN) 30-C.HUBBARD RIGHT TACKLE TO HOU 2 FOR 2 YARDS (53-B.CASHMAN, 39-H.TO'OTO'O). PENALTY ON CAR-56-B.BOZEMAN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT HOU 4 - NO PLAY.",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,4,OPP,1,CAR,1,OFFENSIVE HOLDING,10,1680,0,0
2023102900,2023-10-29,2,2,0,CAR,HOU,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
